Journal name,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA
BJS Open,2474-9842,2474-9842,SURGERY,SCIE,3112,4.5,Q1,1.45,99.21
AMERICAN JOURNAL OF PREVENTIVE MEDICINE,0749-3797,1873-2607,Multiple,,25385,4.5,Q1,1.43,15.12
NEUROIMAGE,1053-8119,1095-9572,Multiple,,106317,4.5,Q1,1.43,99.56
BMC BIOLOGY,,1741-7007,BIOLOGY,SCIE,11868,4.5,Q1,1.35,99.88
PROCEEDINGS OF THE NUTRITION SOCIETY,0029-6651,1475-2719,NUTRITION & DIETETICS,SCIE,7820,4.5,Q1,1.35,71.74
One Health,,2352-7714,Multiple,,3081,4.5,Q1,1.31,98.97
Asia-Pacific Journal of Ophthalmology,,2162-0989,OPHTHALMOLOGY,SCIE,2277,4.5,Q1,1.3,100.0
European Urology Open Science,2666-1691,2666-1683,UROLOGY & NEPHROLOGY,SCIE,1943,4.5,Q1,1.29,98.91
Insights into Imaging,1869-4101,1869-4101,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,7519,4.5,Q1,1.29,99.86
BJU INTERNATIONAL,1464-4096,1464-410X,UROLOGY & NEPHROLOGY,SCIE,18324,4.5,Q1,1.27,34.81
JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,0002-8614,1532-5415,Multiple,,37068,4.5,Q1,1.27,24.62
Brain Communications,,2632-1297,Multiple,,5797,4.5,Q1,1.25,99.41
MOLECULAR PHARMACEUTICS,1543-8384,1543-8392,Multiple,,23617,4.5,Q1,1.24,16.78
JOURNAL OF INFECTIOUS DISEASES,0022-1899,1537-6613,Multiple,,43155,4.5,Q1,1.2,36.76
PEDIATRIC ALLERGY AND IMMUNOLOGY,0905-6157,1399-3038,Multiple,,6042,4.5,Q1,1.2,45.56
ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,0066-4804,1098-6596,Multiple,,61552,4.5,Q1,1.17,39.4
BIOELECTROCHEMISTRY,1567-5394,1878-562X,Multiple,,7630,4.5,Q1,1.14,13.05
JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,0271-678X,1559-7016,Multiple,,20768,4.5,Q1,1.11,31.34
GENE THERAPY,0969-7128,1476-5462,Multiple,,6730,4.5,Q1,1.1,41.21
International Braz J Urol,1677-5538,1677-6119,UROLOGY & NEPHROLOGY,SCIE,2726,4.5,Q1,1.09,94.94
Algal Research-Biomass Biofuels and Bioproducts,2211-9264,2211-9264,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,16218,4.5,Q1,1.07,19.42
Journal of Eating Disorders,2050-2974,2050-2974,Multiple,,4192,4.5,Q1,1.06,100.0
BIPOLAR DISORDERS,1398-5647,1399-5618,Multiple,,4746,4.5,Q1,1.04,51.95
Molecular Oncology,1574-7891,1878-0261,ONCOLOGY,SCIE,10219,4.5,Q2,1.04,100.0
Frontiers in Aging Neuroscience,1663-4365,1663-4365,Multiple,,29142,4.5,Q1,1.0,99.93
Cell Reports Methods,2667-2375,2667-2375,CELL BIOLOGY,ESCI,2021,4.5,Q2,0.98,99.57
Frontiers in Microbiology,,1664-302X,MICROBIOLOGY,SCIE,166163,4.5,Q1,0.98,99.95
Asian Journal of Psychiatry,1876-2018,1876-2026,PSYCHIATRY,SCIE,6787,4.5,Q1,0.93,14.08
JOURNAL OF BIOMEDICAL INFORMATICS,1532-0464,1532-0480,MEDICAL INFORMATICS,SCIE,18947,4.5,Q2,0.93,31.88
JOURNAL OF MOLECULAR BIOLOGY,0022-2836,1089-8638,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,54477,4.5,Q2,0.93,35.71
CLINICS IN CHEST MEDICINE,0272-5231,1557-8216,RESPIRATORY SYSTEM,SCIE,4171,4.5,Q1,0.92,1.09
Artificial Cells Nanomedicine and Biotechnology,2169-1401,2169-141X,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,8382,4.5,Q1,0.9,99.22
Brain Informatics,2198-4018,2198-4026,NEUROSCIENCES,ESCI,903,4.5,Q1,0.9,100.0
Biomedical Journal,2319-4170,2320-2890,Multiple,,3187,4.5,Q2,0.87,99.57
GENES AND IMMUNITY,1466-4879,1476-5470,Multiple,,2630,4.5,Q1,0.87,40.34
mLife,2097-1699,2770-100X,MICROBIOLOGY,ESCI,355,4.5,Q1,0.83,99.07
MITOCHONDRION,1567-7249,1872-8278,Multiple,,5482,4.5,Q1,0.79,22.58
Pharmaceutical Medicine,1178-2595,1179-1993,PHARMACOLOGY & PHARMACY,ESCI,592,4.5,Q1,0.72,43.56
JBI Evidence Synthesis,,2689-8381,HEALTH CARE SCIENCES & SERVICES,ESCI,3897,4.5,Q1,0.71,7.1
Antibody Therapeutics,,2516-4236,IMMUNOLOGY,ESCI,636,4.5,Q2,0.65,98.84
NUTRITION RESEARCH REVIEWS,0954-4224,1475-2700,NUTRITION & DIETETICS,SCIE,3522,4.5,Q1,0.65,62.65
PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,0079-6107,1873-1732,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,4663,4.5,Q2,0.6,16.47
Research and Reports in Tropical Medicine,1179-7282,1179-7282,"MEDICINE, RESEARCH & EXPERIMENTAL",ESCI,543,4.5,Q2,0.53,100.0
REVIEWS ON ENVIRONMENTAL HEALTH,0048-7554,2191-0308,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SCIE,2738,4.5,Q1,0.47,17.93
Nucleus,1949-1034,1949-1042,CELL BIOLOGY,SCIE,1391,4.5,Q2,0.33,100.0
JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,0022-5223,1097-685X,Multiple,,29309,4.4,Q1,2.05,7.78
International Journal of Clinical and Health Psychology,1697-2600,2174-0852,"PSYCHOLOGY, CLINICAL",SSCI,2327,4.4,Q1,2.02,100.0
JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,0021-9355,1535-1386,Multiple,,43827,4.4,Q1,1.94,10.98
Knee Surgery & Related Research,,2234-2451,Multiple,,1370,4.4,Q1,1.78,100.0
Animal Microbiome,,2524-4671,MICROBIOLOGY,ESCI,1431,4.4,Q2,1.74,100.0
Journal of NeuroInterventional Surgery,1759-8478,1759-8486,Multiple,,10250,4.4,Q1,1.73,14.8
Psychosocial Intervention,1132-0559,2173-4712,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,863,4.4,Q1,1.62,100.0
JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,1537-4416,1537-4424,Multiple,,6871,4.4,Q1,1.48,8.67
MEDICAL TEACHER,0142-159X,1466-187X,HEALTH CARE SCIENCES & SERVICES,SCIE,14323,4.4,Q1,1.43,14.47
INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH,1438-4639,1618-131X,Multiple,,8067,4.4,Q1,1.4,45.54
EPIDEMIOLOGY,1044-3983,1531-5487,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI",15279,4.4,Q1,1.38,23.16
JOURNAL OF SAFETY RESEARCH,0022-4375,1879-1247,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SSCI,6690,4.4,Q1,1.38,23.65
JOURNAL OF PHYSIOLOGY-LONDON,0022-3751,1469-7793,NEUROSCIENCES,SCIE,46162,4.4,Q1,1.32,49.13
RHEUMATOLOGY,1462-0324,1462-0332,RHEUMATOLOGY,SCIE,29784,4.4,Q1,1.24,29.03
"Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring",,2352-8729,Multiple,,2987,4.4,Q1,1.22,96.77
HEART,1355-6037,1468-201X,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,19585,4.4,Q1,1.22,25.86
SEMINARS IN ARTHRITIS AND RHEUMATISM,0049-0172,1532-866X,RHEUMATOLOGY,SCIE,10036,4.4,Q1,1.22,31.56
TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,1369-8478,1873-5517,"PSYCHOLOGY, APPLIED",SSCI,13079,4.4,Q1,1.19,35.16
BIOLOGICAL CONSERVATION,0006-3207,1873-2917,ECOLOGY,SCIE,40359,4.4,Q1,1.18,46.11
Soil Ecology Letters,2662-2289,2662-2297,ECOLOGY,ESCI,791,4.4,Q1,1.16,6.67
Antimicrobial Resistance and Infection Control,2047-2994,2047-2994,Multiple,,6875,4.4,Q1,1.14,100.0
Clinical Epigenetics,1868-7075,1868-7083,Multiple,,8307,4.4,Q1,1.12,100.0
Transplantation and Cellular Therapy,2666-6375,2666-6367,Multiple,,4360,4.4,Q1,1.11,36.75
LUNG CANCER,0169-5002,1872-8332,Multiple,,14311,4.4,Q1,1.1,26.68
Qualitative Research in Psychology,1478-0887,1478-0895,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,19445,4.4,Q1,1.1,29.36
Journal of Xenobiotics,2039-4705,2039-4713,TOXICOLOGY,ESCI,677,4.4,Q1,1.08,100.0
Probiotics and Antimicrobial Proteins,1867-1306,1867-1314,Multiple,,5494,4.4,Q1,1.07,18.17
European Heart Journal - Digital Health,,2634-3916,CARDIAC & CARDIOVASCULAR SYSTEMS,ESCI,949,4.4,Q1,1.05,97.92
Annals of Hepatology,1665-2681,1665-2681,GASTROENTEROLOGY & HEPATOLOGY,SCIE,3911,4.4,Q1,1.04,99.24
BMJ Health & Care Informatics,,2632-1009,Multiple,,1079,4.4,Q1,1.04,100.0
Synthetic and Systems Biotechnology,2405-805X,2405-805X,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,1716,4.4,Q1,1.03,99.2
Molecular Diagnosis & Therapy,1177-1062,1179-2000,Multiple,,2089,4.4,Q1,0.97,32.95
Current HIV/AIDS Reports,1548-3568,1548-3576,INFECTIOUS DISEASES,SCIE,2523,4.4,Q1,0.95,36.28
Frontiers in Genome Editing,,2673-3439,Multiple,,893,4.4,Q1,0.89,100.0
Cancers,,2072-6694,ONCOLOGY,SCIE,125446,4.4,Q2,0.86,100.0
Hepatobiliary & Pancreatic Diseases International,1499-3872,2352-9377,GASTROENTEROLOGY & HEPATOLOGY,SCIE,2535,4.4,Q1,0.86,2.75
MAMMAL REVIEW,,1365-2907,ECOLOGY,SCIE,3267,4.4,Q1,0.82,43.68
EXPERT OPINION ON THERAPEUTIC TARGETS,1472-8222,1744-7631,PHARMACOLOGY & PHARMACY,SCIE,6365,4.4,Q1,0.76,10.3
Skeletal Muscle,2044-5040,2044-5040,CELL BIOLOGY,SCIE,1798,4.4,Q2,0.72,100.0
ImmunoTargets and Therapy,,2253-1556,IMMUNOLOGY,ESCI,894,4.4,Q2,0.71,100.0
CURRENT OPINION IN NEUROLOGY,1350-7540,1473-6551,Multiple,,6496,4.4,Q1,0.69,14.73
AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS,1552-4868,1552-4876,GENETICS & HEREDITY,SCIE,3198,4.4,Q1,0.56,40.37
Transcription-Austin,2154-1264,2154-1272,BIOCHEMISTRY & MOLECULAR BIOLOGY,ESCI,763,4.4,Q2,0.5,35.48
Medical Sciences,,2076-3271,"MEDICINE, GENERAL & INTERNAL",ESCI,2634,4.4,Q1,0.15,100.0
Industrial and Organizational Psychology,1754-9426,1754-9434,"PSYCHOLOGY, APPLIED",SSCI,2040,4.3,Q1,1.79,36.14
PRIMARY CARE,0095-4543,1558-299X,"MEDICINE, GENERAL & INTERNAL",SCIE,2571,4.3,Q1,1.72,0.0
BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY,1470-0328,1471-0528,OBSTETRICS & GYNECOLOGY,SCIE,18150,4.3,Q1,1.68,54.14
Journal of Economics and Development,1859-0020,2632-5330,DEVELOPMENT STUDIES,ESCI,494,4.3,Q1,1.54,100.0
AQUATIC TOXICOLOGY,0166-445X,1879-1514,TOXICOLOGY,SCIE,16891,4.3,Q1,1.46,13.12
EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS,0939-6411,1873-3441,PHARMACOLOGY & PHARMACY,SCIE,18775,4.3,Q1,1.4,32.03
DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,0012-1622,1469-8749,Multiple,,15746,4.3,Q1,1.39,43.31
APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,,1464-0597,"PSYCHOLOGY, APPLIED",SSCI,6490,4.3,Q1,1.38,46.15
Arthroplasty,,2524-7948,ORTHOPEDICS,ESCI,761,4.3,Q1,1.38,100.0
INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,1201-9712,1878-3511,INFECTIOUS DISEASES,SCIE,19198,4.3,Q1,1.34,97.36
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,1532-0456,1878-1659,Multiple,,8787,4.3,Q1,1.32,6.15
Human Resources for Health,,1478-4491,HEALTH POLICY & SERVICES,SSCI,5122,4.3,Q1,1.32,100.0
INTERNATIONAL PSYCHOGERIATRICS,1041-6102,1741-203X,Multiple,,8793,4.3,Q1,1.29,100.0
DM DISEASE-A-MONTH,0011-5029,1557-8194,"MEDICINE, GENERAL & INTERNAL",SCIE,1514,4.3,Q1,1.28,4.41
INTERNATIONAL JOURNAL OF EATING DISORDERS,0276-3478,1098-108X,Multiple,,13255,4.3,Q1,1.23,41.07
MOLECULAR NEUROBIOLOGY,0893-7648,1559-1182,NEUROSCIENCES,SCIE,24715,4.3,Q1,1.22,22.81
SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,0355-3140,1795-990X,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI",5782,4.3,Q1,1.22,100.0
ECOLOGY,0012-9658,1939-9170,ECOLOGY,SCIE,58795,4.3,Q1,1.2,39.59
METHODS,1046-2023,1095-9130,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,24437,4.3,Q2,1.17,15.26
ANNALS OF MEDICINE,0785-3890,1365-2060,"MEDICINE, GENERAL & INTERNAL",SCIE,9775,4.3,Q1,1.16,99.53
Journal of Cannabis Research,,2522-5782,PHARMACOLOGY & PHARMACY,ESCI,904,4.3,Q1,1.14,100.0
THROMBOSIS AND HAEMOSTASIS,0340-6245,2567-689X,Multiple,,13970,4.3,Q1,1.14,30.08
ECOLOGICAL APPLICATIONS,1051-0761,1939-5582,ECOLOGY,SCIE,22054,4.3,Q1,1.11,42.8
Acupuncture and Herbal Medicine,2097-0226,2765-8619,INTEGRATIVE & COMPLEMENTARY MEDICINE,ESCI,325,4.3,Q1,1.1,100.0
Human Genomics,1473-9542,1479-7364,GENETICS & HEREDITY,SCIE,2604,4.3,Q1,1.09,100.0
Journal of Global Health,2047-2978,2047-2986,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI",6466,4.3,Q1,1.09,96.48
Translational Stroke Research,1868-4483,1868-601X,Multiple,,4422,4.3,Q1,1.07,29.04
STRUCTURE,0969-2126,1878-4186,Multiple,,13929,4.3,Q2,1.04,21.79
Cognitive Computation,1866-9956,1866-9964,NEUROSCIENCES,SCIE,3636,4.3,Q1,1.02,22.19
Remote Sensing in Ecology and Conservation,,2056-3485,ECOLOGY,SCIE,1881,4.3,Q1,1.02,97.55
CANCER SCIENCE,1347-9032,1349-7006,ONCOLOGY,SCIE,20374,4.3,Q2,1.01,96.48
World Allergy Organization Journal,1939-4551,1939-4551,Multiple,,3865,4.3,Q2,0.97,95.91
INFLAMMATORY BOWEL DISEASES,1078-0998,1536-4844,GASTROENTEROLOGY & HEPATOLOGY,SCIE,19561,4.3,Q1,0.96,15.32
JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY,1138-7548,1877-8755,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,2699,4.3,Q2,0.96,28.93
Neurology-Genetics,2376-7839,2376-7839,Multiple,,1797,4.3,Q1,0.96,95.58
CURRENT OPINION IN RHEUMATOLOGY,1040-8711,1531-6963,RHEUMATOLOGY,SCIE,5235,4.3,Q1,0.95,7.74
HELICOBACTER,1083-4389,1523-5378,Multiple,,4185,4.3,Q1,0.94,18.43
Neuroscience of Consciousness,,2057-2107,"PSYCHOLOGY, BIOLOGICAL",ESCI,888,4.3,Q1,0.94,98.8
EUROPEAN JOURNAL OF NUTRITION,1436-6207,1436-6215,NUTRITION & DIETETICS,SCIE,13338,4.3,Q1,0.91,46.91
EXPERIMENTAL GERONTOLOGY,0531-5565,1873-6815,GERIATRICS & GERONTOLOGY,SCIE,14436,4.3,Q1,0.91,75.16
JOINT BONE SPINE,1297-319X,1778-7254,RHEUMATOLOGY,SCIE,4775,4.3,Q1,0.91,26.54
Innovation in Aging,,2399-5300,Multiple,,2847,4.3,Q1,0.9,98.66
ACS Bio & Med Chem Au,,2694-2437,BIOCHEMISTRY & MOLECULAR BIOLOGY,ESCI,466,4.3,Q2,0.89,97.79
Allergy Asthma & Immunology Research,2092-7355,2092-7363,Multiple,,2732,4.3,Q2,0.89,100.0
JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES,,1482-1826,PHARMACOLOGY & PHARMACY,SCIE,2312,4.3,Q1,0.89,95.06
MUTAGENESIS,0267-8357,1464-3804,Multiple,,2605,4.3,Q1,0.88,33.33
ADMET and DMPK,1848-7718,1848-7718,PHARMACOLOGY & PHARMACY,ESCI,600,4.3,Q1,0.87,99.05
Bioresource Technology Reports,2589-014X,2589-014X,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,ESCI,6649,4.3,Q1,0.84,12.23
JOURNAL OF GENERAL VIROLOGY,0022-1317,1465-2099,Multiple,,16321,4.3,Q1,0.84,40.72
APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,0175-7598,1432-0614,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,54278,4.3,Q1,0.81,45.38
Frontiers in Cell and Developmental Biology,2296-634X,2296-634X,Multiple,,52603,4.3,Q1,0.81,99.87
PHARMACEUTICAL RESEARCH,0724-8741,1573-904X,PHARMACOLOGY & PHARMACY,SCIE,19755,4.3,Q1,0.8,26.32
INDOOR AIR,0905-6947,1600-0668,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SCIE,8285,4.3,Q1,0.79,63.73
CURRENT OPINION IN CELL BIOLOGY,0955-0674,1879-0410,CELL BIOLOGY,SCIE,12296,4.3,Q2,0.78,45.59
JOURNAL OF LIPOSOME RESEARCH,0898-2104,1532-2394,Multiple,,2075,4.3,Q1,0.77,2.0
EUROPEAN JOURNAL OF CELL BIOLOGY,0171-9335,1618-1298,CELL BIOLOGY,SCIE,4099,4.3,Q2,0.73,99.15
Frontiers in Aging,,2673-6217,GERIATRICS & GERONTOLOGY,ESCI,1281,4.3,Q1,0.71,99.67
BIOCHEMICAL JOURNAL,0264-6021,1470-8728,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,37587,4.3,Q2,0.7,79.77
BIOCHEMICAL SOCIETY TRANSACTIONS,0300-5127,1470-8752,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,13630,4.3,Q2,0.44,52.88
AMERICAN JOURNAL OF SURGICAL PATHOLOGY,0147-5185,1532-0979,Multiple,,21550,4.2,Q1,2.1,7.97
AMERICAN JOURNAL OF OPHTHALMOLOGY,0002-9394,1879-1891,OPHTHALMOLOGY,SCIE,28182,4.2,Q1,2.02,21.61
NURSE EDUCATION TODAY,0260-6917,1532-2793,NURSING,"SCIE, SSCI",16954,4.2,Q1,1.74,28.46
Journal of Neurologic Physical Therapy,1557-0576,1557-0584,CLINICAL NEUROLOGY,SCIE,1735,4.2,Q1,1.52,11.11
MEDICAL CLINICS OF NORTH AMERICA,0025-7125,1557-9859,"MEDICINE, GENERAL & INTERNAL",SCIE,6569,4.2,Q1,1.47,0.0
LABORATORY INVESTIGATION,0023-6837,1530-0307,Multiple,,11310,4.2,Q1,1.41,15.98
LIVER TRANSPLANTATION,1527-6465,1527-6473,Multiple,,9879,4.2,Q1,1.41,9.52
Minerva Urology and Nephrology,2724-6051,2724-6442,UROLOGY & NEPHROLOGY,SCIE,1713,4.2,Q1,1.4,3.39
JOURNAL OF GENERAL INTERNAL MEDICINE,0884-8734,1525-1497,Multiple,,32058,4.2,Q1,1.35,26.94
Journal of Ovarian Research,,1757-2215,REPRODUCTIVE BIOLOGY,SCIE,5303,4.2,Q1,1.34,100.0
CURRENT OPINION IN PHARMACOLOGY,1471-4892,1471-4973,PHARMACOLOGY & PHARMACY,SCIE,6711,4.2,Q1,1.31,27.78
SCHOOL PSYCHOLOGY REVIEW,,2372-966X,"PSYCHOLOGY, EDUCATIONAL",SSCI,3324,4.2,Q1,1.3,3.17
COMPREHENSIVE PSYCHIATRY,0010-440X,1532-8384,PSYCHIATRY,"SCIE, SSCI",8104,4.2,Q1,1.29,100.0
EUROPEAN PSYCHOLOGIST,1016-9040,1878-531X,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,2531,4.2,Q1,1.27,16.67
DIVERSITY AND DISTRIBUTIONS,1366-9516,1472-4642,ECOLOGY,SCIE,12395,4.2,Q1,1.24,98.47
European Journal of Emergency Medicine,0969-9546,1473-5695,EMERGENCY MEDICINE,SCIE,2042,4.2,Q1,1.2,18.75
PERSONNEL REVIEW,0048-3486,1758-6933,"PSYCHOLOGY, APPLIED",SSCI,5871,4.2,Q1,1.2,6.35
THEORETICAL AND APPLIED GENETICS,0040-5752,1432-2242,GENETICS & HEREDITY,SCIE,22084,4.2,Q1,1.2,29.95
Dermatology and Therapy,2193-8210,2190-9172,DERMATOLOGY,SCIE,4077,4.2,Q1,1.18,99.67
EXPERIMENTAL NEUROLOGY,0014-4886,1090-2430,NEUROSCIENCES,SCIE,20241,4.2,Q1,1.17,22.4
Environmental Toxicology and Pharmacology,1382-6689,1872-7077,Multiple,,10608,4.2,Q1,1.13,17.68
Personality Disorders-Theory Research and Treatment,1949-2715,1949-2723,"PSYCHOLOGY, CLINICAL",SSCI,2267,4.2,Q1,1.13,18.24
Radiology-Cardiothoracic Imaging,2638-6135,2638-6135,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",ESCI,1380,4.2,Q1,1.13,5.42
BMC MICROBIOLOGY,1471-2180,1471-2180,MICROBIOLOGY,SCIE,18666,4.2,Q2,1.09,99.92
HEART FAILURE REVIEWS,1382-4147,1573-7322,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,5160,4.2,Q1,1.07,29.43
Influenza and Other Respiratory Viruses,1750-2640,1750-2659,Multiple,,3825,4.2,Q1,1.04,95.73
DRUG DEVELOPMENT RESEARCH,0272-4391,1098-2299,PHARMACOLOGY & PHARMACY,SCIE,3627,4.2,Q1,0.98,8.73
MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,1383-5742,1388-2139,Multiple,,3440,4.2,Q1,0.97,29.03
ONCOLOGIST,1083-7159,1549-490X,ONCOLOGY,SCIE,18262,4.2,Q2,0.97,100.0
Zeitschrift fur Medizinische Physik,0939-3889,1876-4436,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,1230,4.2,Q1,0.96,99.21
Australian Prescriber,0312-8008,1839-3942,PHARMACOLOGY & PHARMACY,ESCI,1142,4.2,Q1,0.94,100.0
Stem Cell Reviews and Reports,2629-3269,2629-3277,Multiple,,4969,4.2,Q2,0.92,34.74
JOURNAL OF MOLECULAR MEDICINE-JMM,0946-2716,1432-1440,Multiple,,8690,4.2,Q1,0.9,34.82
Microorganisms,,2076-2607,MICROBIOLOGY,SCIE,52468,4.2,Q2,0.9,99.97
SYSTEMATIC AND APPLIED MICROBIOLOGY,0723-2020,1618-0984,Multiple,,4668,4.2,Q2,0.9,26.43
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE,0925-4439,1879-260X,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,20349,4.2,Q2,0.88,23.69
FASEB JOURNAL,0892-6638,1530-6860,Multiple,,49112,4.2,Q1,0.87,37.1
JOURNAL OF CELLULAR AND MOLECULAR MEDICINE,1582-1838,1582-4934,Multiple,,29330,4.2,Q2,0.86,97.12
Lipids in Health and Disease,,1476-511X,Multiple,,11139,4.2,Q1,0.86,100.0
WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,0959-3993,1573-0972,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,14308,4.2,Q2,0.82,13.35
Therapeutic Advances in Medical Oncology,1758-8340,1758-8359,ONCOLOGY,SCIE,5012,4.2,Q2,0.8,99.3
FEBS Journal,1742-464X,1742-4658,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,25684,4.2,Q2,0.75,37.12
Gastroenterology Report,2052-0034,2052-0034,GASTROENTEROLOGY & HEPATOLOGY,SCIE,1794,4.2,Q1,0.75,99.08
Journal of Clinical and Translational Hepatology,2225-0719,2310-8819,GASTROENTEROLOGY & HEPATOLOGY,SCIE,2847,4.2,Q1,0.75,100.0
MEDIATORS OF INFLAMMATION,0962-9351,1466-1861,Multiple,,16443,4.2,Q2,0.7,99.76
JOURNAL OF FOOD BIOCHEMISTRY,0145-8884,1745-4514,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,10259,4.2,Q2,0.66,44.15
JOURNAL OF HYPERTENSION,0263-6352,1473-5598,PERIPHERAL VASCULAR DISEASE,SCIE,17144,4.2,Q1,0.62,24.45
MILBANK QUARTERLY,0887-378X,1468-0009,Multiple,,4614,4.1,Q1,2.04,41.29
Women and Birth,1871-5192,1878-1799,Multiple,,4448,4.1,Q1,1.98,53.32
BEST PRACTICE & RESEARCH CLINICAL OBSTETRICS & GYNAECOLOGY,1521-6934,1532-1932,OBSTETRICS & GYNECOLOGY,SCIE,6230,4.1,Q1,1.8,20.54
READING RESEARCH QUARTERLY,0034-0553,1936-2722,"PSYCHOLOGY, EDUCATIONAL",SSCI,3957,4.1,Q1,1.67,48.08
JOURNAL OF SCHOOL PSYCHOLOGY,0022-4405,1873-3506,"PSYCHOLOGY, EDUCATIONAL",SSCI,5393,4.1,Q1,1.63,20.0
Clinical Psychological Science,2167-7026,2167-7034,Multiple,,4923,4.1,Q1,1.46,23.4
Journal of Esthetic and Restorative Dentistry,1496-4155,1708-8240,"DENTISTRY, ORAL SURGERY & MEDICINE",SCIE,4951,4.1,Q1,1.42,21.75
INFECTIOUS DISEASE CLINICS OF NORTH AMERICA,0891-5520,1557-9824,Multiple,,4446,4.1,Q1,1.37,0.0
World Journal of Mens Health,2287-4208,2287-4690,Multiple,,2134,4.1,Q1,1.37,98.31
HEALTH & PLACE,1353-8292,1873-2054,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI",10883,4.1,Q1,1.34,47.6
Gynecologic Oncology,0090-8258,1095-6859,Multiple,,25448,4.1,Q1,1.32,17.11
ULTRASONICS,0041-624X,1874-9968,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,11584,4.1,Q1,1.31,14.44
DENTOMAXILLOFACIAL RADIOLOGY,0250-832X,1476-542X,Multiple,,4613,4.1,Q1,1.29,26.07
International Journal for Equity in Health,,1475-9276,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SSCI,10445,4.1,Q1,1.27,100.0
AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,0363-6135,1522-1539,Multiple,,24857,4.1,Q1,1.26,7.44
